"nwspol","gender","age","married","urban","native","edulevel","polintr","poldeltag","paidwork"
15,0,30,0,0,1,"Lang videregående",4,1,1
150,0,70,0,0,1,"Erhvervsuddannelse",3,1,0
30,0,32,1,0,1,"Lang videregående",2,2,1
90,1,17,0,0,1,"Gymnasium",2,2,0
30,0,55,0,0,1,"Erhvervsuddannelse",3,2,1
60,1,62,1,0,1,"Erhvervsuddannelse",2,2,1
90,0,59,0,0,1,"Erhvervsuddannelse",3,1,1
15,0,34,1,0,1,"Lang videregående",2,3,1
90,0,17,0,0,1,"Gymnasium",1,4,1
60,0,51,1,0,1,"Erhvervsuddannelse",1,4,1
10,0,31,0,0,1,"Erhvervsuddannelse",4,1,1
60,0,77,0,0,1,"Lang videregående",1,2,0
92,0,75,0,0,1,"Grundskole",1,2,0
60,0,73,1,0,1,"Erhvervsuddannelse",2,1,0
20,0,40,0,1,1,"Lang videregående",2,4,1
120,0,24,0,1,1,"Kort/Mellemlang videregående",2,3,1
120,1,30,0,1,1,"Erhvervsuddannelse",2,4,1
90,1,71,0,0,1,"Grundskole",3,1,0
10,0,39,0,1,1,"Lang videregående",3,2,1
180,1,54,1,0,1,"Kort/Mellemlang videregående",2,4,1
120,1,34,1,0,0,"Kort/Mellemlang videregående",2,3,1
15,1,25,0,1,1,"Erhvervsuddannelse",3,3,0
120,0,63,0,1,1,"Erhvervsuddannelse",2,2,0
120,1,66,0,0,1,"Lang videregående",2,2,0
5,1,37,0,1,1,"Kort/Mellemlang videregående",3,2,1
60,1,39,1,0,1,"Lang videregående",2,4,1
5,1,41,0,0,1,"Kort/Mellemlang videregående",2,2,1
60,0,55,0,1,1,"Kort/Mellemlang videregående",2,1,0
20,1,25,0,0,1,"Erhvervsuddannelse",3,2,1
90,1,72,1,0,1,"Erhvervsuddannelse",3,1,0
90,0,54,1,0,1,"Kort/Mellemlang videregående",2,4,1
150,0,29,0,0,1,"Erhvervsuddannelse",2,2,0
60,1,39,1,0,1,"Kort/Mellemlang videregående",2,4,1
30,1,21,0,0,1,"Erhvervsuddannelse",3,2,1
62,0,73,0,1,1,"Kort/Mellemlang videregående",2,2,0
30,1,34,0,0,1,"Erhvervsuddannelse",2,3,1
90,0,66,1,1,1,"Kort/Mellemlang videregående",2,1,0
90,0,77,0,0,1,"Grundskole",2,3,0
120,0,77,0,1,1,"Gymnasium",2,2,0
30,0,39,0,0,1,"Kort/Mellemlang videregående",2,3,1
60,1,79,1,1,1,"Erhvervsuddannelse",1,2,1
60,1,49,1,1,1,"Lang videregående",1,2,1
5,0,45,1,0,1,"Lang videregående",3,2,1
240,0,67,1,1,1,"Kort/Mellemlang videregående",2,4,1
90,0,28,1,0,1,"Kort/Mellemlang videregående",3,3,1
60,1,76,1,0,1,"Kort/Mellemlang videregående",2,2,0
150,0,90,0,0,1,"Lang videregående",2,1,0
60,1,47,0,0,1,"Erhvervsuddannelse",4,5,1
0,1,17,0,0,1,"Gymnasium",3,2,0
60,0,34,1,1,1,"Kort/Mellemlang videregående",2,2,0
NA,0,79,1,0,0,"Kort/Mellemlang videregående",2,2,0
30,1,40,0,0,1,"Erhvervsuddannelse",2,2,1
30,1,84,0,0,1,"Gymnasium",3,2,0
60,0,71,1,1,1,"Erhvervsuddannelse",2,2,0
10,0,30,0,0,1,"Lang videregående",2,4,1
40,0,61,1,0,1,"Lang videregående",3,4,1
210,0,76,1,1,1,"Lang videregående",2,3,0
45,0,71,1,0,1,"Erhvervsuddannelse",2,1,0
30,0,38,0,0,1,"Erhvervsuddannelse",2,2,0
90,1,51,1,1,1,"Kort/Mellemlang videregående",2,3,1
600,1,48,1,0,1,"Erhvervsuddannelse",2,2,1
20,0,29,0,1,1,"Kort/Mellemlang videregående",2,3,0
90,0,61,1,0,1,"Lang videregående",2,2,1
90,0,66,1,0,1,"Lang videregående",1,2,0
30,1,68,0,0,1,"Grundskole",3,2,0
180,1,60,0,0,1,"Grundskole",2,2,0
60,0,28,0,0,1,"Erhvervsuddannelse",3,2,1
90,1,58,1,0,1,"Erhvervsuddannelse",3,3,1
120,1,60,1,1,1,"Kort/Mellemlang videregående",1,5,1
120,0,63,0,1,1,"Lang videregående",2,2,0
30,0,26,0,0,1,"Lang videregående",2,3,1
60,0,76,1,1,1,"Erhvervsuddannelse",2,1,0
60,0,25,0,0,1,"Gymnasium",4,1,0
10,0,66,1,0,1,"Erhvervsuddannelse",4,1,0
30,0,23,0,1,1,"Erhvervsuddannelse",3,2,0
45,0,59,1,0,1,"Erhvervsuddannelse",1,3,0
60,1,23,0,0,1,"Erhvervsuddannelse",3,3,0
45,1,21,0,0,1,"Erhvervsuddannelse",3,2,0
120,0,90,0,0,1,"Grundskole",2,1,0
180,0,70,1,0,1,"Erhvervsuddannelse",1,2,0
60,1,62,1,1,1,"Gymnasium",2,2,1
150,1,83,1,0,1,"Lang videregående",1,3,0
60,0,23,0,1,1,"Erhvervsuddannelse",2,3,0
45,0,37,0,0,1,"Kort/Mellemlang videregående",1,3,1
60,1,58,1,0,1,"Erhvervsuddannelse",1,2,1
90,0,66,0,0,1,"Erhvervsuddannelse",2,1,0
1,1,60,0,0,1,"Gymnasium",4,1,1
0,1,35,0,1,1,"Erhvervsuddannelse",1,4,1
5,0,68,1,0,1,"Grundskole",4,1,0
30,1,39,1,0,1,"Kort/Mellemlang videregående",2,5,1
30,0,17,0,0,1,"Gymnasium",3,2,1
30,0,67,1,0,1,"Kort/Mellemlang videregående",3,3,0
180,1,61,1,1,1,"Lang videregående",1,5,1
120,0,70,0,0,1,"Gymnasium",2,3,0
60,1,22,0,1,1,"Erhvervsuddannelse",1,3,0
120,1,57,1,0,1,"Kort/Mellemlang videregående",2,2,1
5,1,37,1,0,1,"Lang videregående",3,4,1
40,1,60,0,0,1,"Erhvervsuddannelse",3,2,1
90,1,83,1,0,1,"Erhvervsuddannelse",1,3,0
30,0,36,1,0,1,"Lang videregående",3,2,1
30,1,37,0,1,1,"Kort/Mellemlang videregående",3,2,0
90,0,65,0,0,1,"Kort/Mellemlang videregående",2,2,0
30,1,41,1,0,1,"Kort/Mellemlang videregående",2,4,1
120,0,77,0,0,1,"Erhvervsuddannelse",3,1,0
2,1,59,0,0,1,"Gymnasium",3,2,1
120,0,66,1,1,1,"Kort/Mellemlang videregående",2,2,1
45,1,60,1,0,1,"Erhvervsuddannelse",4,1,1
45,0,27,0,1,1,"Kort/Mellemlang videregående",3,2,0
30,1,16,0,0,1,"Gymnasium",2,3,0
90,0,46,1,0,0,"Kort/Mellemlang videregående",2,3,1
180,0,69,1,0,1,"Lang videregående",2,3,0
120,0,71,1,0,1,"Kort/Mellemlang videregående",2,2,0
30,1,37,0,0,1,"Erhvervsuddannelse",2,4,1
90,1,42,1,0,1,"Lang videregående",1,5,1
15,1,72,1,0,0,"Erhvervsuddannelse",2,1,1
30,1,80,1,0,1,"Grundskole",2,1,0
120,1,63,0,0,1,"Erhvervsuddannelse",2,2,0
10,1,38,0,0,1,"Kort/Mellemlang videregående",2,3,1
15,0,34,1,1,1,"Lang videregående",3,3,1
30,0,35,0,1,1,"Erhvervsuddannelse",2,1,1
15,0,45,0,0,1,"Erhvervsuddannelse",4,2,1
75,0,69,1,0,1,"Kort/Mellemlang videregående",2,1,0
60,1,67,0,0,1,"Erhvervsuddannelse",2,2,0
15,1,80,1,0,1,"Grundskole",3,2,0
60,1,60,0,0,1,"Erhvervsuddannelse",2,2,0
120,0,47,1,1,1,"Erhvervsuddannelse",1,3,1
60,1,63,0,0,1,"Erhvervsuddannelse",3,2,1
10,0,72,0,1,1,"Erhvervsuddannelse",3,1,0
30,0,61,0,1,1,"Kort/Mellemlang videregående",2,3,1
5,1,33,0,1,1,"Lang videregående",3,4,1
120,0,74,0,0,1,"Grundskole",3,1,0
60,0,52,1,0,1,"Lang videregående",2,1,1
90,0,45,0,0,1,"Kort/Mellemlang videregående",3,2,1
120,0,40,1,0,1,"Erhvervsuddannelse",2,2,1
30,0,75,0,0,1,"Grundskole",2,2,0
60,0,78,0,0,1,"Grundskole",3,1,0
180,1,72,1,1,1,"Erhvervsuddannelse",2,2,0
180,1,64,1,1,1,"Grundskole",3,2,0
10,0,51,1,0,1,"Kort/Mellemlang videregående",3,2,1
60,1,68,1,0,1,"Erhvervsuddannelse",2,3,0
15,1,17,0,0,1,"Gymnasium",2,2,0
120,1,46,0,0,1,"Kort/Mellemlang videregående",1,2,0
15,1,21,0,0,1,"Erhvervsuddannelse",3,3,0
80,1,22,0,1,1,"Kort/Mellemlang videregående",1,4,0
0,0,68,1,0,1,"Gymnasium",3,2,0
30,0,57,1,0,1,"Erhvervsuddannelse",3,2,1
60,0,54,0,0,1,"Erhvervsuddannelse",1,1,1
120,1,55,0,1,1,"Kort/Mellemlang videregående",1,2,1
10,1,50,1,0,1,"Gymnasium",2,1,1
120,0,88,0,0,1,"Lang videregående",2,2,0
20,0,44,1,1,1,"Lang videregående",2,3,1
60,1,69,0,0,1,"Kort/Mellemlang videregående",3,3,1
60,1,52,1,1,1,"Lang videregående",3,2,1
10,1,62,0,0,1,"Grundskole",3,2,1
15,1,61,0,0,1,"Gymnasium",3,2,1
30,1,62,1,0,1,"Erhvervsuddannelse",4,1,1
0,0,74,0,0,1,"Grundskole",3,2,0
60,0,56,1,0,1,"Kort/Mellemlang videregående",3,1,0
60,0,58,0,0,0,"Erhvervsuddannelse",3,3,1
0,0,16,0,0,1,"Gymnasium",3,3,0
30,0,67,1,0,1,"Erhvervsuddannelse",2,2,0
60,0,53,1,0,1,"Kort/Mellemlang videregående",2,3,1
20,0,32,0,1,0,"Erhvervsuddannelse",1,4,0
30,0,33,1,1,1,"Lang videregående",3,1,1
60,0,56,1,0,1,"Erhvervsuddannelse",3,2,1
60,1,66,1,0,1,"Erhvervsuddannelse",2,2,0
120,1,67,1,1,1,"Erhvervsuddannelse",2,2,0
60,1,74,0,1,1,"Kort/Mellemlang videregående",3,2,0
10,1,24,0,1,1,"Erhvervsuddannelse",3,4,1
90,0,58,1,0,1,"Erhvervsuddannelse",3,2,1
90,0,72,0,1,1,"Lang videregående",2,3,0
15,1,70,1,0,1,"Erhvervsuddannelse",3,1,0
60,0,77,0,0,1,"Erhvervsuddannelse",1,2,0
10,0,18,0,0,1,"Gymnasium",2,2,0
0,1,54,0,0,1,"Gymnasium",4,1,1
10,0,63,1,0,1,"Erhvervsuddannelse",3,2,1
60,1,51,0,1,1,"Erhvervsuddannelse",2,2,0
